2020-10-17 19:53:17,1,prioritario,Secador de pelo,15,pyme,casa-K,21
2020-10-17 19:53:17,2,prioritario,Jabón para la ducha,8,pyme,casa-A,22
2020-10-17 19:53:17,3,normal,Acondicionador,10,pyme,casa-A,23
2020-10-17 19:53:17,4,normal,Shampoo,10,pyme,casa-D,24
2020-10-17 19:53:17,5,prioritario,Crema para peinar,8,pyme,casa-E,25
2020-10-17 19:53:17,6,prioritario,Placa madre,50,pyme,casa-B,26
2020-10-17 19:53:17,7,normal,Procesador R,75,pyme,casa-N,27
2020-10-17 19:53:17,8,prioritario,Ventilador,10,pyme,casa-N,28
2020-10-17 19:53:17,9,normal,Gabinete,20,pyme,casa-S,29
2020-10-17 19:53:17,10,prioritario,Fuente de poder,25,pyme,casa-P,210
2020-10-17 19:53:17,11,normal,Memoria RAM,22,pyme,casa-R,211
2020-10-17 19:53:17,12,normal,Procesador I,90,pyme,casa-N,212
2020-10-17 19:53:17,13,prioritario,Tarjeta de video,115,pyme,casa-I,213
2020-10-17 19:53:17,14,prioritario,Set de plumones,9,pyme,casa-C,214
2020-10-17 19:53:17,15,normal,Cuadernos,5,pyme,casa-C,215
2020-10-17 19:53:17,16,normal,Lapices,4,pyme,casa-I,216
2020-10-17 19:53:17,17,normal,Zapatillas de futbol,16,pyme,casa-E,217
2020-10-17 19:53:17,18,prioritario,Pelota de futbol,11,pyme,casa-V,218
2020-10-17 19:53:17,19,prioritario,Raqueta de tenis,15,pyme,casa-Z,219
2020-10-17 19:53:17,20,prioritario,Palo de golf,18,pyme,casa-Y,220
2020-10-17 19:53:17,21,normal,Polera,9,pyme,casa-F,221
2020-10-17 19:53:17,22,prioritario,Pantalón,11,pyme,casa-C,222
2020-10-17 19:53:17,23,normal,Abrigo,17,pyme,casa-U,223
2020-10-17 19:53:17,24,prioritario,Bufanda,6,pyme,casa-A,224
2020-10-17 19:53:17,25,normal,Chaqueta,16,pyme,casa-X,225
2020-10-17 19:53:17,26,prioritario,Sueter,14,pyme,casa-C,226
2020-10-17 19:53:17,27,normal,Pantalón,10,pyme,casa-A,227
2020-10-17 19:53:17,28,normal,Polera,7,pyme,casa-Q,228
2020-10-17 19:53:17,29,normal,Pistachos: 200 g,4,pyme,casa-B,229
2020-10-17 19:53:17,30,normal,Mani: 1 Kg,5,pyme,casa-A,230
2020-10-17 19:53:17,31,normal,Almendras: 500 g,5,pyme,casa-L,231
2020-10-17 19:53:17,32,normal,Chia: 500 g,6,pyme,casa-D,232
2020-10-17 19:53:17,33,prioritario,Arroz: 1 Kg,3,pyme,casa-C,233
2020-10-17 20:05:26,1,prioritario,Secador de pelo,15,pyme,casa-K,21
2020-10-17 20:05:26,2,prioritario,Jabón para la ducha,8,pyme,casa-A,22
2020-10-17 20:05:26,3,normal,Acondicionador,10,pyme,casa-A,23
2020-10-17 20:05:26,4,normal,Shampoo,10,pyme,casa-D,24
2020-10-17 20:05:26,5,prioritario,Crema para peinar,8,pyme,casa-E,25
2020-10-17 20:05:26,6,prioritario,Placa madre,50,pyme,casa-B,26
2020-10-17 20:05:26,7,normal,Procesador R,75,pyme,casa-N,27
2020-10-17 20:05:26,8,prioritario,Ventilador,10,pyme,casa-N,28
2020-10-17 20:05:26,9,normal,Gabinete,20,pyme,casa-S,29
2020-10-17 20:05:26,10,prioritario,Fuente de poder,25,pyme,casa-P,210
2020-10-17 20:05:26,11,normal,Memoria RAM,22,pyme,casa-R,211
2020-10-17 20:05:26,12,normal,Procesador I,90,pyme,casa-N,212
2020-10-17 20:05:26,13,prioritario,Tarjeta de video,115,pyme,casa-I,213
2020-10-17 20:05:26,14,prioritario,Set de plumones,9,pyme,casa-C,214
2020-10-17 20:05:26,15,normal,Cuadernos,5,pyme,casa-C,215
2020-10-17 20:05:26,16,normal,Lapices,4,pyme,casa-I,216
2020-10-17 20:05:26,17,normal,Zapatillas de futbol,16,pyme,casa-E,217
2020-10-17 20:05:26,18,prioritario,Pelota de futbol,11,pyme,casa-V,218
2020-10-17 20:05:26,19,prioritario,Raqueta de tenis,15,pyme,casa-Z,219
2020-10-17 20:05:26,20,prioritario,Palo de golf,18,pyme,casa-Y,220
2020-10-17 20:05:26,21,normal,Polera,9,pyme,casa-F,221
2020-10-17 20:05:26,22,prioritario,Pantalón,11,pyme,casa-C,222
2020-10-17 20:05:26,23,normal,Abrigo,17,pyme,casa-U,223
2020-10-17 20:05:26,24,prioritario,Bufanda,6,pyme,casa-A,224
2020-10-17 20:05:26,25,normal,Chaqueta,16,pyme,casa-X,225
2020-10-17 20:05:26,26,prioritario,Sueter,14,pyme,casa-C,226
2020-10-17 20:05:26,27,normal,Pantalón,10,pyme,casa-A,227
2020-10-17 20:05:26,28,normal,Polera,7,pyme,casa-Q,228
2020-10-17 20:05:26,29,normal,Pistachos: 200 g,4,pyme,casa-B,229
2020-10-17 20:05:26,30,normal,Mani: 1 Kg,5,pyme,casa-A,230
2020-10-17 20:05:26,31,normal,Almendras: 500 g,5,pyme,casa-L,231
2020-10-17 20:05:26,32,normal,Chia: 500 g,6,pyme,casa-D,232
2020-10-17 20:05:26,33,prioritario,Arroz: 1 Kg,3,pyme,casa-C,233
2020-10-17 22:19:02,1,prioritario,Secador de pelo,15,pyme,casa-K,21
2020-10-17 22:19:02,2,prioritario,Jabón para la ducha,8,pyme,casa-A,22
2020-10-17 22:19:02,3,normal,Acondicionador,10,pyme,casa-A,23
2020-10-17 22:19:02,4,normal,Shampoo,10,pyme,casa-D,24
2020-10-17 22:19:02,5,prioritario,Crema para peinar,8,pyme,casa-E,25
2020-10-17 22:19:02,6,prioritario,Placa madre,50,pyme,casa-B,26
2020-10-17 22:19:02,7,normal,Procesador R,75,pyme,casa-N,27
2020-10-17 22:19:02,8,prioritario,Ventilador,10,pyme,casa-N,28
2020-10-17 22:19:02,9,normal,Gabinete,20,pyme,casa-S,29
2020-10-17 22:19:02,10,prioritario,Fuente de poder,25,pyme,casa-P,210
2020-10-17 22:19:02,11,normal,Memoria RAM,22,pyme,casa-R,211
2020-10-17 22:19:02,12,normal,Procesador I,90,pyme,casa-N,212
2020-10-17 22:19:02,13,prioritario,Tarjeta de video,115,pyme,casa-I,213
2020-10-17 22:19:02,14,prioritario,Set de plumones,9,pyme,casa-C,214
2020-10-17 22:19:02,15,normal,Cuadernos,5,pyme,casa-C,215
2020-10-17 22:19:02,16,normal,Lapices,4,pyme,casa-I,216
2020-10-17 22:19:02,17,normal,Zapatillas de futbol,16,pyme,casa-E,217
2020-10-17 22:19:02,18,prioritario,Pelota de futbol,11,pyme,casa-V,218
2020-10-17 22:19:02,19,prioritario,Raqueta de tenis,15,pyme,casa-Z,219
2020-10-17 22:19:02,20,prioritario,Palo de golf,18,pyme,casa-Y,220
2020-10-17 22:19:02,21,normal,Polera,9,pyme,casa-F,221
2020-10-17 22:19:02,22,prioritario,Pantalón,11,pyme,casa-C,222
2020-10-17 22:19:02,23,normal,Abrigo,17,pyme,casa-U,223
2020-10-17 22:19:02,24,prioritario,Bufanda,6,pyme,casa-A,224
2020-10-17 22:19:02,25,normal,Chaqueta,16,pyme,casa-X,225
2020-10-17 22:19:02,26,prioritario,Sueter,14,pyme,casa-C,226
2020-10-17 22:19:02,27,normal,Pantalón,10,pyme,casa-A,227
2020-10-17 22:19:02,28,normal,Polera,7,pyme,casa-Q,228
2020-10-17 22:19:02,29,normal,Pistachos: 200 g,4,pyme,casa-B,229
2020-10-17 22:19:02,30,normal,Mani: 1 Kg,5,pyme,casa-A,230
2020-10-17 22:19:02,31,normal,Almendras: 500 g,5,pyme,casa-L,231
2020-10-17 22:19:02,32,normal,Chia: 500 g,6,pyme,casa-D,232
2020-10-17 22:19:02,33,prioritario,Arroz: 1 Kg,3,pyme,casa-C,233
2020-10-17 22:23:16,34,retail,Polera,10,tienda-A,casa-A,134
2020-10-17 22:23:16,35,retail,Pantalón,12,tienda-B,casa-B,135
2020-10-17 22:23:16,36,retail,Televisor,110,tienda-C,casa-C,136
2020-10-17 22:23:16,37,retail,Consola de Videojuegos,95,tienda-A,casa-D,137
2020-10-17 22:23:16,38,retail,Lavadora,100,tienda-B,casa-Q,138
2020-10-17 22:23:16,39,retail,Polerón,15,tienda-C,casa-A,139
2020-10-17 22:23:16,40,retail,Parca,20,tienda-B,casa-C,140
2020-10-17 22:23:16,41,retail,Pelota,5,tienda-C,casa-P,141
2020-10-17 22:23:16,42,retail,Raqueta,20,tienda-A,casa-F,142
2020-10-17 22:23:16,43,retail,Refrigerador,120,tienda-B,casa-U,143
2020-10-17 22:23:16,44,retail,Tostador,25,tienda-C,casa-A,144
2020-10-17 22:23:16,45,retail,Perfume,15,tienda-A,casa-N,145
2020-10-17 22:23:16,46,retail,Tobillera,6,tienda-C,casa-N,146
2020-10-17 22:23:16,47,retail,Notebook,80,tienda-B,casa-A,147
2020-10-17 22:23:16,48,retail,Set de ollas,50,tienda-C,casa-C,148
2020-10-17 22:23:16,49,retail,Parlante,25,tienda-C,casa-E,149
2020-10-17 22:23:16,50,retail,Lampara,30,tienda-A,casa-A,150
2020-10-17 22:23:16,51,retail,Sillón,105,tienda-C,casa-C,151
2020-10-17 22:23:16,52,retail,Mesa,90,tienda-A,casa-S,152
2020-10-17 22:23:16,53,retail,Cama,115,tienda-B,casa-A,153
2020-10-17 23:15:35,1,prioritario,Secador de pelo,15,pyme,casa-K,21
2020-10-17 23:15:35,2,prioritario,Jabón para la ducha,8,pyme,casa-A,22
2020-10-17 23:15:35,3,normal,Acondicionador,10,pyme,casa-A,23
2020-10-17 23:15:35,4,normal,Shampoo,10,pyme,casa-D,24
2020-10-17 23:15:35,5,prioritario,Crema para peinar,8,pyme,casa-E,25
2020-10-17 23:15:35,6,prioritario,Placa madre,50,pyme,casa-B,26
2020-10-17 23:15:35,7,normal,Procesador R,75,pyme,casa-N,27
2020-10-17 23:15:35,8,prioritario,Ventilador,10,pyme,casa-N,28
2020-10-17 23:15:35,9,normal,Gabinete,20,pyme,casa-S,29
2020-10-17 23:15:35,10,prioritario,Fuente de poder,25,pyme,casa-P,210
2020-10-17 23:15:35,11,normal,Memoria RAM,22,pyme,casa-R,211
2020-10-17 23:15:35,12,normal,Procesador I,90,pyme,casa-N,212
2020-10-17 23:15:35,13,prioritario,Tarjeta de video,115,pyme,casa-I,213
2020-10-17 23:15:35,14,prioritario,Set de plumones,9,pyme,casa-C,214
2020-10-17 23:15:35,15,normal,Cuadernos,5,pyme,casa-C,215
2020-10-17 23:15:35,16,normal,Lapices,4,pyme,casa-I,216
2020-10-17 23:15:35,17,normal,Zapatillas de futbol,16,pyme,casa-E,217
2020-10-17 23:15:35,18,prioritario,Pelota de futbol,11,pyme,casa-V,218
2020-10-17 23:15:35,19,prioritario,Raqueta de tenis,15,pyme,casa-Z,219
2020-10-17 23:15:35,20,prioritario,Palo de golf,18,pyme,casa-Y,220
2020-10-17 23:15:35,21,normal,Polera,9,pyme,casa-F,221
2020-10-17 23:15:35,22,prioritario,Pantalón,11,pyme,casa-C,222
2020-10-17 23:15:35,23,normal,Abrigo,17,pyme,casa-U,223
2020-10-17 23:15:35,24,prioritario,Bufanda,6,pyme,casa-A,224
2020-10-17 23:15:35,25,normal,Chaqueta,16,pyme,casa-X,225
2020-10-17 23:15:35,26,prioritario,Sueter,14,pyme,casa-C,226
2020-10-17 23:15:35,27,normal,Pantalón,10,pyme,casa-A,227
2020-10-17 23:15:35,28,normal,Polera,7,pyme,casa-Q,228
2020-10-17 23:15:35,29,normal,Pistachos: 200 g,4,pyme,casa-B,229
2020-10-17 23:15:35,30,normal,Mani: 1 Kg,5,pyme,casa-A,230
2020-10-17 23:15:35,31,normal,Almendras: 500 g,5,pyme,casa-L,231
2020-10-17 23:15:35,32,normal,Chia: 500 g,6,pyme,casa-D,232
2020-10-17 23:15:35,33,prioritario,Arroz: 1 Kg,3,pyme,casa-C,233
2020-10-17 23:22:33,34,retail,Polera,10,tienda-A,casa-A,134
2020-10-17 23:22:33,35,retail,Pantalón,12,tienda-B,casa-B,135
2020-10-17 23:22:33,36,retail,Televisor,110,tienda-C,casa-C,136
2020-10-17 23:22:33,37,retail,Consola de Videojuegos,95,tienda-A,casa-D,137
2020-10-17 23:22:33,38,retail,Lavadora,100,tienda-B,casa-Q,138
2020-10-17 23:22:33,39,retail,Polerón,15,tienda-C,casa-A,139
2020-10-17 23:22:33,40,retail,Parca,20,tienda-B,casa-C,140
2020-10-17 23:22:33,41,retail,Pelota,5,tienda-C,casa-P,141
2020-10-17 23:22:33,42,retail,Raqueta,20,tienda-A,casa-F,142
2020-10-17 23:22:33,43,retail,Refrigerador,120,tienda-B,casa-U,143
2020-10-17 23:22:33,44,retail,Tostador,25,tienda-C,casa-A,144
2020-10-17 23:22:33,45,retail,Perfume,15,tienda-A,casa-N,145
2020-10-17 23:22:33,46,retail,Tobillera,6,tienda-C,casa-N,146
2020-10-17 23:22:33,47,retail,Notebook,80,tienda-B,casa-A,147
2020-10-17 23:22:33,48,retail,Set de ollas,50,tienda-C,casa-C,148
2020-10-17 23:22:33,49,retail,Parlante,25,tienda-C,casa-E,149
2020-10-17 23:22:33,50,retail,Lampara,30,tienda-A,casa-A,150
2020-10-17 23:22:33,51,retail,Sillón,105,tienda-C,casa-C,151
2020-10-17 23:22:33,52,retail,Mesa,90,tienda-A,casa-S,152
2020-10-17 23:22:33,53,retail,Cama,115,tienda-B,casa-A,153
2020-10-17 23:27:20,54,retail,Polera,10,tienda-A,casa-A,154
2020-10-17 23:27:20,55,retail,Pantalón,12,tienda-B,casa-B,155
2020-10-17 23:27:20,56,retail,Televisor,110,tienda-C,casa-C,156
2020-10-17 23:27:20,57,retail,Consola de Videojuegos,95,tienda-A,casa-D,157
2020-10-17 23:27:20,58,retail,Lavadora,100,tienda-B,casa-Q,158
2020-10-17 23:27:20,59,retail,Polerón,15,tienda-C,casa-A,159
2020-10-17 23:27:20,60,retail,Parca,20,tienda-B,casa-C,160
2020-10-17 23:27:20,61,retail,Pelota,5,tienda-C,casa-P,161
2020-10-17 23:27:20,62,retail,Raqueta,20,tienda-A,casa-F,162
2020-10-17 23:27:20,63,retail,Refrigerador,120,tienda-B,casa-U,163
2020-10-17 23:27:20,64,retail,Tostador,25,tienda-C,casa-A,164
2020-10-17 23:27:20,65,retail,Perfume,15,tienda-A,casa-N,165
2020-10-17 23:27:20,66,retail,Tobillera,6,tienda-C,casa-N,166
2020-10-17 23:27:20,67,retail,Notebook,80,tienda-B,casa-A,167
2020-10-17 23:27:20,68,retail,Set de ollas,50,tienda-C,casa-C,168
2020-10-17 23:27:20,69,retail,Parlante,25,tienda-C,casa-E,169
2020-10-17 23:27:20,70,retail,Lampara,30,tienda-A,casa-A,170
2020-10-17 23:27:20,71,retail,Sillón,105,tienda-C,casa-C,171
2020-10-17 23:27:20,72,retail,Mesa,90,tienda-A,casa-S,172
2020-10-17 23:27:20,73,retail,Cama,115,tienda-B,casa-A,173
2020-10-17 23:29:02,74,retail,Polera,10,tienda-A,casa-A,174
2020-10-17 23:29:02,75,retail,Pantalón,12,tienda-B,casa-B,175
2020-10-17 23:29:02,76,retail,Televisor,110,tienda-C,casa-C,176
2020-10-17 23:29:02,77,retail,Consola de Videojuegos,95,tienda-A,casa-D,177
2020-10-17 23:29:02,78,retail,Lavadora,100,tienda-B,casa-Q,178
2020-10-17 23:29:02,79,retail,Polerón,15,tienda-C,casa-A,179
2020-10-17 23:29:02,80,retail,Parca,20,tienda-B,casa-C,180
2020-10-17 23:29:02,81,retail,Pelota,5,tienda-C,casa-P,181
